PC1,PC2,Cluster,Categorie
-1.3775545044867075,0.11147836832520759,1,Non labellisé
-1.473482631339316,0.5254574985486231,1,Non labellisé
-1.7369481543997303,0.4245181469906625,1,Non labellisé
3.055406092076555,0.8075328272443274,2,Non labellisé
-0.22772389674467342,-2.1214660849470186,0,Non labellisé
-0.22531180499337702,-2.066292086717419,0,Non labellisé
-1.2462237066350768,1.1580037221635557,1,Non labellisé
-0.4693508484749266,0.9316931690920078,1,Non labellisé
-0.9159550331664971,1.0094736110614968,1,Non labellisé
-0.5269976544293647,-1.8756268840931716,0,Non labellisé
-0.9185877435036927,0.6743687608836841,1,Non labellisé
3.040477693748129,0.6247981932321177,2,Non labellisé
0.10741821125164733,-2.2573392239398475,0,Non labellisé
2.183161878454101,0.6070950758733814,2,Non labellisé
2.33994332358235,0.6073786119764867,2,Non labellisé
-0.3054210890711273,-2.3680973221175243,0,Non labellisé
2.5344667882307514,0.08549398252106784,2,Non labellisé
3.0667408901147755,0.9174211612556439,2,Non labellisé
-1.7466393900524877,0.6160116212570248,1,Non labellisé
-1.6147193642363569,0.5751927868490514,1,Non labellisé
4.063469719996929,0.5528066240046781,2,Non labellisé
1.8846307582313089,-0.6705603694502684,2,Non labellisé
-1.397874431105703,-0.11183293548835126,1,Non labellisé
-2.0096347720488708,0.8026551865092287,1,Non labellisé
-2.006578974657746,0.8012684222308023,1,Non labellisé
-0.16993245270827342,-1.9158739211914897,0,Non labellisé
-0.4163284641568437,0.7326186750191035,1,Non labellisé
-0.42473519544747923,1.087240684776449,1,Non labellisé
-1.9523376773967802,0.5554510294771102,1,Non labellisé
-1.101296198560491,1.0301337722649482,1,Non labellisé
-0.3166515587428658,0.8335680295229969,1,Non labellisé
2.7322406693269774,1.1522517101111156,2,Non labellisé
-1.990019208015151,0.6280043744287165,1,Non labellisé
2.5411852728518762,0.627436598731641,2,Non labellisé
0.026039269873390326,-2.153493142051048,0,Non labellisé
-1.8586845169515884,0.8142703471325038,1,Non labellisé
-0.8179290418783436,1.0290765172189813,1,Non labellisé
1.8910829089582255,0.4826745453709653,2,Non labellisé
-1.5874213308641085,0.38531263047662356,1,Non labellisé
0.2409452353225751,-2.2464218153691484,0,Non labellisé
-1.6415829965429956,0.5756156066709485,1,Non labellisé
-2.0278908578644335,0.7572798248898389,1,Non labellisé
-0.73390608611428,0.9311475557702468,1,Non labellisé
0.2772763733350399,-1.7121330316462373,0,Non labellisé
1.7056291482793213,0.16730919852559267,2,Non labellisé
-1.968672703610813,0.6989430027283694,1,Non labellisé
-0.37152585602390875,-2.2235595254386724,0,Non labellisé
-1.6649705369372931,0.7190902274098936,1,Non labellisé
3.169460736579616,0.6591459086380582,2,Non labellisé
3.1742563684457648,1.014572344406166,2,Non labellisé
-1.9134893683962508,0.8078028611040732,1,Non labellisé
-0.8377237926117813,1.0389869635121942,1,Non labellisé
-0.7816870934845686,1.2677975270767972,1,Non labellisé
3.0832412746713667,0.5170879069899257,2,Non labellisé
-0.9756487874668897,0.7874925843592646,1,Non labellisé
-0.7994471085696094,0.9489625818327044,1,Non labellisé
-0.7502439510254341,0.9574986984347866,1,Non labellisé
3.055406092076555,0.8075328272443274,2,Non labellisé
2.1371426443824117,-0.339968687149079,2,Non labellisé
0.18121376167026518,-2.2957526037989,0,Non labellisé
0.38622074505014165,-2.3960604448070963,0,Non labellisé
-1.9253688436951673,0.8610065266592748,1,Non labellisé
0.36161759599101573,-2.272405554678708,0,Non labellisé
-0.6914595005196396,-2.9310909217326713,0,Non labellisé
0.1499020852311874,-2.096883012337838,0,Non labellisé
-0.3499106590978266,-2.5481815946864326,0,Non labellisé
2.639677241151678,0.34788108017132685,2,Non labellisé
-0.890399630340701,0.927730530618583,1,Non labellisé
-0.5014251801926595,1.006942317708998,1,Non labellisé
-1.5213367731080865,0.4146221908305939,1,Non labellisé
-1.9434777877550378,0.7160496817191404,1,Non labellisé
2.5411852728518762,0.627436598731641,2,Non labellisé
3.2107865402450977,0.7431803132809522,2,Non labellisé
-1.7496343047014484,0.21907283785708315,1,Non labellisé
-1.723656915944554,0.9846353506023616,1,Non labellisé
0.5019663354393948,-2.284456440772143,0,Non labellisé
-0.7335665566989259,-2.024690882232981,0,Non labellisé
2.6429323429849,0.7566351066871804,2,Non labellisé
-0.1785567753524781,-2.362603877993002,0,Non labellisé
-0.31389971018118734,0.9741694636153161,1,Non labellisé
-0.38105158340225403,-2.070308653710519,0,Non labellisé
-0.09360092191577357,-2.058446163598682,0,Non labellisé
2.4980823999949773,0.6134350942705784,2,Non labellisé
-1.101296198560491,1.0301337722649482,1,Non labellisé
-1.207375704969689,0.9511755718219667,1,Non labellisé
2.5005753059841433,0.9077321002371244,2,Non labellisé
-0.8723189051865374,1.0128263561891828,1,Non labellisé
0.21239629247331818,-2.199673667827465,0,Non labellisé
-1.707798261249786,0.034192165959277356,1,Non labellisé
-1.117608456377251,0.6023188745563451,1,Non labellisé
-0.5386815791973316,-1.9726725665779412,0,Non labellisé
2.8058106341132634,0.7362500090591688,2,Non labellisé
-1.1285988450415374,0.9486429653572989,1,Non labellisé
-0.4468711590868139,1.3025893253184893,1,Non labellisé
-1.8997285784669897,0.7559840908406213,1,Non labellisé
3.0737038632784097,0.5762647592540475,2,Non labellisé
-1.991123456429718,0.8582177984224738,1,Non labellisé
-1.1048595277558402,0.9552201831788566,1,Non labellisé
0.4041687070300116,-1.465375725665414,0,Non labellisé
3.033375446919056,0.5287637306381711,2,Non labellisé
-0.38501705674400427,1.0069188181771573,1,Non labellisé
-1.412738144472693,0.5262883179741026,1,Non labellisé
0.16845389562985208,-2.4033562364532295,0,Non labellisé
-0.9375511919551056,1.073978707826221,1,Non labellisé
-0.7156724828901252,1.1185979173295064,1,Non labellisé
2.8055272864937497,0.6098938944606425,2,Non labellisé
-0.3098541093057767,-2.2120762315245077,0,Non labellisé
2.7265952840724625,0.6848417869961838,2,Non labellisé
-0.2702555696720306,-2.068777896666657,0,Non labellisé
-1.7342942483709347,0.05893264773144278,1,Non labellisé
-1.8599779412819983,0.4954994039589991,1,Non labellisé
-1.5213367731080865,0.4146221908305939,1,Non labellisé
1.5339872079348913,0.6323579574091136,2,Non labellisé
-0.02174090139536379,-2.247926491062615,0,Non labellisé
-0.07225611158461337,-2.1151777881056746,0,Non labellisé
-0.7664878766623343,0.7485373529833238,1,Non labellisé
2.5396442129169703,0.9521964886552262,2,Non labellisé
-1.9055449322197906,0.755374797169883,1,Non labellisé
-1.3935893350712165,0.6424314672710354,1,Non labellisé
2.701190640008417,0.6652250492924651,2,Non labellisé
1.0073598512079434,-0.27263753969921706,2,Non labellisé
0.1782725536894983,-1.94589195629833,0,Non labellisé
-1.2582563497007693,-0.8843140746237299,1,Non labellisé
-1.5521930735043918,0.4184777701480167,1,Non labellisé
2.543952138862988,0.6163391304925294,2,Non labellisé
-0.8082477926829456,1.163878493882424,1,Non labellisé
-0.08374965129645762,-2.008753314182127,0,Non labellisé
3.204091373037781,0.4062112103793419,2,Non labellisé
0.41012594377346806,-2.3414286836705323,0,Non labellisé
-1.9980000495097476,0.6955321960645825,1,Non labellisé
-0.6331238220008769,1.2476878120077979,1,Non labellisé
-0.4468711590868139,1.3025893253184893,1,Non labellisé
-0.8938801216863095,-1.93786521015093,0,Non labellisé
0.43974941329418116,-0.5804646276547023,0,Non labellisé
2.6458194138136752,0.3452122700322466,2,Non labellisé
0.10741821125164733,-2.2573392239398475,0,Non labellisé
3.0832412746713667,0.5170879069899257,2,Non labellisé
-0.23126763896356112,-2.5906413155140755,0,Non labellisé
0.19994093417732337,-2.3486007278634276,0,Non labellisé
-1.6166402778669484,0.411184770681855,1,Non labellisé
2.2756025495107948,0.8999433295027072,2,Non labellisé
0.4889502226278827,-2.3907775305166887,0,Non labellisé
2.3454450530505206,0.7314791062041252,2,Non labellisé
-0.0925408731589296,-2.208589924069233,0,Non labellisé
-0.0944148828282387,-1.30109831649515,0,Non labellisé
2.9352283938597683,0.49646689212188655,2,Non labellisé
3.1256692873875553,0.44578873195825713,2,Non labellisé
-2.7998485188777424,0.648737335366939,1,Non labellisé
0.05803551890171222,-2.0994002173991797,0,Non labellisé
0.025028210436954548,-2.3537880880856825,0,Non labellisé
2.637143719367185,0.7060210625551357,2,Non labellisé
2.143100607361841,0.979047495123641,2,Non labellisé
-0.25109664140583426,0.828318522540375,1,Non labellisé
0.2934387422041068,-1.9953131613184723,0,Non labellisé
2.668889061569169,0.5550872065191192,2,Non labellisé
-1.858879327677403,0.42473722995366336,1,Non labellisé
-1.1195151248541826,0.9949136602216105,1,Non labellisé
-0.8297831850364968,0.7637602246704792,1,Non labellisé
3.034010909761638,0.5311693412175164,2,Non labellisé
-0.755321226236236,-0.5212464584594195,1,Non labellisé
-1.725905677077978,0.6653738197652279,1,Non labellisé
-1.8466908785649268,0.7611835020040204,1,Non labellisé
2.76749540961606,0.76609777297593,2,Non labellisé
-0.7584516187710445,1.2077858183952714,1,Non labellisé
-1.7829655130479525,0.7199977640855915,1,Non labellisé
-1.3292711964172286,0.4755547062128175,1,Non labellisé
-1.4735024740864489,0.5252688934484924,1,Non labellisé
-1.6415829965429956,0.5756156066709485,1,Non labellisé
-1.1638520542973998,0.7302211742671113,1,Non labellisé
-0.07225611158461337,-2.1151777881056746,0,Non labellisé
2.668889061569169,0.5550872065191192,2,Non labellisé
3.069799991365322,0.7494605138368957,2,Non labellisé
-2.277824589393396,-0.6125062230683227,1,Non labellisé
-0.6352346285866647,-1.8270073133354268,0,Non labellisé
-1.98453662604138,0.8211614415817012,1,Non labellisé
-0.7751957973439656,0.7993695464873849,1,Non labellisé
0.03236511315473652,-2.354053165549853,0,Non labellisé
-1.9890327359737803,0.14511464313000796,1,Non labellisé
-2.0920260533444677,0.8407228919299736,1,Non labellisé
0.20100904764058797,-2.243308461251855,0,Non labellisé
-0.2426229928238252,-2.014564715438606,0,Non labellisé
-0.49758622706563915,1.0389783257107323,1,Non labellisé
-0.3098541093057767,-2.2120762315245077,0,Non labellisé
2.709557627256126,0.5903683980119374,2,Non labellisé
-2.0566357213209288,0.5058427151099215,1,Non labellisé
2.7501428601978466,-0.37889160588158194,2,Non labellisé
0.05349041976508657,-2.0991358411029983,0,Non labellisé
2.8741463643806338,0.7002208189090737,2,Non labellisé
-1.8452655737273882,0.806368842425694,1,Non labellisé
-1.4244533826659778,-0.08288457555328876,1,Non labellisé
-1.6527469519209121,1.1044840754639635,1,Non labellisé
-0.7796749049423709,0.997102774343248,1,Non labellisé
-2.052531969138437,0.8200954645036426,1,Non labellisé
-0.6626532662527717,1.1648006610066421,1,Non labellisé
-0.5488467820902823,-1.867595387443822,0,Non labellisé
-1.147527153413499,1.0004783661547765,1,Non labellisé
3.1880698496881403,0.46734548444064195,2,Non labellisé
2.6888161105569632,0.5482245448243853,2,Non labellisé
-0.2426229928238252,-2.014564715438606,0,Non labellisé
1.6916843464710685,0.5032761667165743,2,Non labellisé
-1.3253072802352204,0.6873765604850884,1,Non labellisé
-1.729537323080072,0.8784143683288321,1,Non labellisé
2.6725565343560866,0.8096188091996133,2,Non labellisé
-1.250745093122409,-0.4241628310736786,1,Non labellisé
0.10580117775441338,-2.4574912592420515,0,Non labellisé
2.701190640008417,0.6652250492924651,2,Non labellisé
2.668889061569169,0.5550872065191192,2,Non labellisé
-1.3921053382057311,0.579116864932818,1,Non labellisé
-0.755321226236236,-0.5212464584594195,1,Non labellisé
-1.639132814039295,0.521843902959661,1,Non labellisé
-0.5927693061213897,1.065279315704823,1,Non labellisé
-0.37152585602390875,-2.2235595254386724,0,Non labellisé
1.673319136102403,-0.16850477573646128,2,Non labellisé
-1.987684212177971,0.7546658141392901,1,Non labellisé
0.1525139649883524,-1.948226887239369,0,Non labellisé
2.576135647783796,0.5637329253495127,2,Non labellisé
-0.14077892685808346,-2.2144488411064844,0,Non labellisé
-0.12315837809605122,-1.8077376457758898,0,Non labellisé
-1.639716919264601,0.5219346088867485,1,Non labellisé
0.1974368709076556,-2.094619248508456,0,Non labellisé
-0.9620405780774577,-1.2402930163455221,0,Non labellisé
-1.9055449322197906,0.755374797169883,1,Non labellisé
-1.7745922507253131,0.7110030538251979,1,Non labellisé
-0.4807978548495876,0.8822380289036748,1,Non labellisé
2.8010018633663525,0.583550094669731,2,Non labellisé
1.8846307582313089,-0.6705603694502684,2,Non labellisé
-0.508735152541214,0.743715339293501,1,Non labellisé
-1.6431304453166855,0.3509581773440797,1,Non labellisé
2.096628062183109,0.19786228026803396,2,Non labellisé
0.3691739440994842,-2.2906152696181303,0,Non labellisé
-0.42473519544747923,1.087240684776449,1,Non labellisé
0.24412495581016538,-2.2411300582533085,0,Non labellisé
-1.9253688436951673,0.8610065266592748,1,Non labellisé
1.8713553888297885,0.5795596355296878,2,Non labellisé
-0.9420159464106492,0.9805367352404774,1,Non labellisé
-0.00682023855951064,-2.3562080786927253,0,Non labellisé
-0.42473519544747923,1.087240684776449,1,Non labellisé
2.9231166346768536,0.6054847173919294,2,Non labellisé
2.18084994346636,0.6174950510111814,2,Non labellisé
-1.6700762483762153,0.6109886254265761,1,Non labellisé
-0.6167350384932945,1.1032827755120047,1,Non labellisé
-0.841977393277159,0.8225624237794634,1,Non labellisé
2.4072978360408674,0.7382299375851059,2,Non labellisé
-0.7471288367861629,1.0482189181306167,1,Non labellisé
-1.118344329190472,0.9390907909276358,1,Non labellisé
-1.6649705369372931,0.7190902274098936,1,Non labellisé
0.8302258024519418,-0.15003441149694727,2,Non labellisé
-0.7533416293503742,0.7235755097869802,1,Non labellisé
-0.504042326789004,-1.9275107474029256,0,Non labellisé
1.8568727435741217,0.6514539101439677,2,Non labellisé
2.483171826532207,0.42632289152222436,2,Non labellisé
1.5269986089686989,-0.14906614328582557,2,Non labellisé
0.3078665349942814,-2.3448947792680683,0,Non labellisé
-1.9283442134418685,1.4319780699399618,1,Non labellisé
-2.0573071770667397,0.7883476655690546,1,Non labellisé
-0.10999736888292604,-2.062747197135367,0,Non labellisé
2.4152723119206394,0.6538553850068874,2,Non labellisé
-0.08890443685707447,-1.3347797994269932,0,Non labellisé
3.2654371226935397,-0.9486696233704905,2,Non labellisé
-1.9440966707788683,0.7158395876060443,1,Non labellisé
-1.528880833586082,0.577448415870444,1,Non labellisé
-0.21310369839869997,-2.064704677415973,0,Non labellisé
-0.6232513849904416,1.2398650330015266,1,Non labellisé
2.6959778340212623,0.5855905345299994,2,Non labellisé
-0.5550641413061107,1.065912303652852,1,Non labellisé
-0.8630527160241417,1.2296102860457392,1,Non labellisé
3.298221628008035,0.5392039715923029,2,Non labellisé
0.2756872194076988,-2.1441457293931863,0,Non labellisé
-0.2820245019977266,-2.0686580354286077,0,Non labellisé
1.7900826378526338,-0.2527380419608549,2,Non labellisé
-0.5578760672918668,-2.0799513014629567,0,Non labellisé
-0.22772389674467342,-2.1214660849470186,0,Non labellisé
-2.1192907727225374,0.7150397127369559,1,Non labellisé
0.025028210436954548,-2.3537880880856825,0,Non labellisé
3.4127800234396024,0.5867981739765163,2,Non labellisé
2.476943953872736,0.47304652465356906,2,Non labellisé
-0.9444140943660625,0.7882360608471745,1,Non labellisé
0.4889502226278827,-2.3907775305166887,0,Non labellisé
-1.5291665369350085,0.46827686029149357,1,Non labellisé
-1.5999536375342307,0.47937251369201683,1,Non labellisé
-1.234084207225488,0.3640605895334874,1,Non labellisé
-0.3552304643749197,0.7934187648352601,1,Non labellisé
2.085387656760528,0.7243034292309594,2,Non labellisé
-1.6391159804027016,0.7232917251727247,1,Non labellisé
-1.7371688533256533,0.6107777533843962,1,Non labellisé
-1.6649705369372931,0.7190902274098936,1,Non labellisé
2.4053447549557103,0.4596289772076086,2,Non labellisé
-0.5386815791973316,-1.9726725665779412,0,Non labellisé
2.4152723119206394,0.6538553850068874,2,Non labellisé
-0.6454812567676386,1.0103897004026374,1,Non labellisé
3.1928771123122957,0.6837722473865538,2,Non labellisé
-0.6775517302897333,0.7979383912603923,1,Non labellisé
-1.734446540267329,-0.20484304324811814,1,Non labellisé
-2.1365405369846893,1.0293300138014823,1,Non labellisé
-1.8466908785649268,0.7611835020040204,1,Non labellisé
-1.8954687305295252,0.7536270899192711,1,Non labellisé
0.3491013875358429,-2.344133358917453,0,Non labellisé
2.8741463643806338,0.7002208189090737,2,Non labellisé
-1.7546220645602202,0.6085587465661726,1,Non labellisé
-1.7676534204526912,0.8655917790397286,1,Non labellisé
-1.9980000495097476,0.6955321960645825,1,Non labellisé
-1.9055449322197906,0.755374797169883,1,Non labellisé
-0.9159550331664971,1.0094736110614968,1,Non labellisé
-2.093566397872702,0.704523383907512,1,Non labellisé
-2.006578974657746,0.8012684222308023,1,Non labellisé
-0.644127474244509,0.8398329350151711,1,Non labellisé
-0.6132964555969174,0.6862748324943764,1,Non labellisé
-1.8943731059084308,0.7528440184384323,1,Non labellisé
-1.5347928300218803,0.5767125209326648,1,Non labellisé
-0.016478477526787574,-2.1542895789158516,0,Non labellisé
0.36381669174905923,-2.343912158192808,0,Non labellisé
-0.7662267667628944,0.6021554827350163,1,Non labellisé
1.1778053922287126,0.6396773753611927,2,Non labellisé
-1.697368286389484,0.5794901924834907,1,Non labellisé
-0.9991028901270944,1.0513310825449294,1,Non labellisé
2.9738837764386923,0.7350053128094426,2,Non labellisé
-1.9475885354791538,0.7551065287006071,1,Non labellisé
-0.656686368560277,1.1806616763601585,1,Non labellisé
-0.9150593738705038,0.7724260819546793,1,Non labellisé
-1.6431304453166855,0.3509581773440797,1,Non labellisé
-0.05891318220185345,-2.303968132233593,0,Non labellisé
-1.9387671610422619,0.583918818208764,1,Non labellisé
-0.6926035875767228,0.9485981319122058,1,Non labellisé
-0.5014251801926595,1.006942317708998,1,Non labellisé
2.4647865835546847,0.7403620889796558,2,Non labellisé
-2.096036596145954,0.9854287614909487,1,Non labellisé
0.22892091505555262,-2.4014349572508418,0,Non labellisé
4.03722200241046,0.4988127410514374,2,Non labellisé
-0.17426285027084487,1.21560798646163,1,Non labellisé
-0.885308025750476,1.1166233075815886,1,Non labellisé
0.2697266987543789,0.8225029516678891,1,Non labellisé
-1.7476018836658147,0.4230992674689826,1,Non labellisé
2.0088849469093195,0.4815060392743347,2,Non labellisé
0.38622074505014165,-2.3960604448070963,0,Non labellisé
2.168825328671994,0.7150226710528559,2,Non labellisé
-1.7358584203990273,0.7220419151478282,1,Non labellisé
3.033375446919056,0.5287637306381711,2,Non labellisé
-0.21270589491554662,-1.3562900160816276,0,Non labellisé
-1.8450250243620954,0.7234317929864112,1,Non labellisé
2.8362678010363664,0.7210117320863918,2,Non labellisé
-2.3871506900798387,-0.8763784472799844,1,Non labellisé
2.678187110481612,0.46992501918176804,2,Non labellisé
3.1132846727914463,0.7925474405470624,2,Non labellisé
-0.7704595571318982,0.7344501940628917,1,Non labellisé
0.17634583295374037,-2.200036708175585,0,Non labellisé
-1.6381253855853815,0.7234384758231717,1,Non labellisé
-0.504042326789004,-1.9275107474029256,0,Non labellisé
-0.22531180499337702,-2.066292086717419,0,Non labellisé
-0.1452308660252275,-1.8095163642151997,0,Non labellisé
1.9611117211500115,0.7787829845883077,2,Non labellisé
2.88482643387747,0.6682745663330163,2,Non labellisé
-0.8206123856241894,0.7623174393369025,1,Non labellisé
2.7777197818547292,0.7863712051291847,2,Non labellisé
3.4388303362303154,1.1136498123727434,2,Non labellisé
2.2286269530111555,0.8382593092969449,2,Non labellisé
1.3640180152281753,-0.25190615093440466,2,Non labellisé
-0.5402482620102472,0.552871062374822,1,Non labellisé
-0.9444140943660625,0.7882360608471745,1,Non labellisé
1.799291199202931,0.03283373429833571,2,Non labellisé
-0.7765176761523499,-1.822301738942205,0,Non labellisé
-1.0895290654846208,0.9457619262016944,1,Non labellisé
-2.015097492902008,0.4648683574169313,1,Non labellisé
-1.7838798851926623,0.6640235691131993,1,Non labellisé
-1.5867567131820404,0.6193126822146772,1,Non labellisé
3.176942700497415,-0.09253301610532826,2,Non labellisé
-0.45622233447606153,-1.595676295560474,0,Non labellisé
2.516497073320952,0.5854948103886521,2,Non labellisé
0.1974368709076556,-2.094619248508456,0,Non labellisé
-0.2924650868651212,-2.068872819042192,0,Non labellisé
-0.6398945634319286,0.9218331543014866,1,Non labellisé
-0.3451119080295084,0.8975135471299288,1,Non labellisé
-0.30295925076964153,0.7390332187495493,1,Non labellisé
-0.7533416293503742,0.7235755097869802,1,Non labellisé
-1.8220769864217519,-0.2735020856330381,1,Non labellisé
-0.5624247814099956,0.7705638289610108,1,Non labellisé
-1.7784479000853255,0.4114794089836888,1,Non labellisé
3.7705046515370895,0.4908205176703012,2,Non labellisé
3.0680993033144537,0.5282159102638826,2,Non labellisé
-2.36242289511023,1.579442303461104,1,Non labellisé
-0.1968831340954835,1.3265873213995176,1,Non labellisé
-0.7099746288292487,0.947702857438595,1,Non labellisé
3.5024998987789013,0.6257997112339466,2,Non labellisé
-1.6637334227267777,0.6163492295161317,1,Non labellisé
-0.8585928324245166,1.2806759139247157,1,Non labellisé
2.6020076698970516,0.5683643154323287,2,Non labellisé
-1.933242968237509,0.7536677962502026,1,Non labellisé
-0.02366258027634818,-2.4064476592958064,0,Non labellisé
-0.604368256023525,0.801166285077532,1,Non labellisé
3.47309184206307,0.4963058431039261,2,Non labellisé
3.069799991365322,0.7494605138368957,2,Non labellisé
3.6184690990324078,0.6643857326229473,2,Non labellisé
3.0832412746713667,0.5170879069899257,2,Non labellisé
-0.08374965129645762,-2.008753314182127,0,Non labellisé
-2.1365405369846893,1.0293300138014823,1,Non labellisé
-1.639716919264601,0.5219346088867485,1,Non labellisé
2.6429323429849,0.7566351066871804,2,Non labellisé
-1.4393525211158789,0.41936127294036796,1,Non labellisé
-1.8973362297760494,0.7517366951886988,1,Non labellisé
-0.39885901265962714,-2.592582832596656,0,Non labellisé
3.425995702733242,1.1556746133727485,2,Non labellisé
-0.8733826771723917,-1.966937765845346,0,Non labellisé
2.7855557639384485,0.819572825307417,2,Non labellisé
-0.0925408731589296,-2.208589924069233,0,Non labellisé
2.694671893744311,0.6112436930189392,2,Non labellisé
-0.3587493441859947,-2.0676774352907272,0,Non labellisé
2.200550394417222,0.6767213364784095,2,Non labellisé
3.4293515864867663,0.6402843134913387,2,Non labellisé
-1.2518249205469716,1.1722307308639563,1,Non labellisé
-0.9956748562372837,0.7328440465373327,1,Non labellisé
1.9596542848825915,0.6073787589116431,2,Non labellisé
-0.4807978548495876,0.8822380289036748,1,Non labellisé
-0.9859880828280715,1.0433940802258044,1,Non labellisé
3.0400561545079974,0.6040631758804438,2,Non labellisé
-0.3184815322617613,1.1633722605935144,1,Non labellisé
-1.8386885080875857,0.6757605341737181,1,Non labellisé
-1.852838194810354,0.8094599757562161,1,Non labellisé
-1.6635894502118216,0.28260062733157065,1,Non labellisé
2.483171826532207,0.42632289152222436,2,Non labellisé
2.435251966013677,-0.26270339655080827,2,Non labellisé
2.146230820073098,-0.13432736845709906,2,Non labellisé
-0.10623669582452133,-1.9665622506270075,0,Non labellisé
-1.8909730577650876,0.6675888425537488,1,Non labellisé
-0.6303024030107228,1.3885885050276479,1,Non labellisé
-0.5868574231496164,0.7427494864501812,1,Non labellisé
-0.5450885942408127,-1.9825169228919337,0,Non labellisé
2.635533903195475,0.319487140346499,2,Non labellisé
2.3746402567143288,0.602951530133284,2,Non labellisé
-0.751592406054625,0.8369850057960299,1,Non labellisé
-0.6331238220008769,1.2476878120077979,1,Non labellisé
2.76749540961606,0.76609777297593,2,Non labellisé
3.314230335038061,0.4933692561596468,2,Non labellisé
2.0209504135191825,0.7218387165408481,2,Non labellisé
1.2773474496111787,1.3765120336408914,2,Non labellisé
-1.3775545044867075,0.11147836832520759,1,Non labellisé
-0.8235622619704839,1.249275812402171,1,Non labellisé
2.0088849469093195,0.4815060392743347,2,Non labellisé
-2.077353729670658,0.8132784710047538,1,Non labellisé
-0.6172767832974633,-0.3530808339515778,1,Non labellisé
2.4913673561116734,0.8736273254692896,2,Non labellisé
2.365235057493239,0.6415312505586076,2,Non labellisé
-2.12654952122285,1.483043577445202,1,Non labellisé
-1.7021266293872828,0.7165465124726536,1,Non labellisé
